id,title,subtitle,authors,publisher,published_date,description,categories,page_count,average_rating,ratings_count,language,isbn_10,isbn_13,info_link,buy_link,retail_price,currency_code,thumbnail_link,is_ebook,genre
p3ADtAEACAAJ,Science For The People,Documents from America's Movement of Radical Scientists,"Sigrid Schmalzer, Daniel S. Chard, Alyssa Botelho",,2018,"For the first time, this book compiles original documents from Science for the People, the most important radical science movement in U.S. history. Between 1969 and 1989, Science for the People mobilized American scientists, teachers, and students to practice a socially and economically just science, rather than one that served militarism and corporate profits. Through research, writing, protest, and organizing, members sought to demystify scientific knowledge and embolden ""the people"" to take s",Science,0,,0,en,1625343175,9781625343178,http://books.google.com/books?id=p3ADtAEACAAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
t6aHCgAAQBAJ,The Curious Kid'S Science Book,100+ Creative Hands-On Activities for Ages 4-8,Asia  Citro,The Innovation Press,2015-09-08,"What happens if you water plants with juice? Where can you find bacteria in your house? Is slug slime as strong as a glue stick? How would your child find the answers to these questions? In The Curious Kid's Science Book, your child will learn to design his or her own science investigations to determine the answers! Children will learn to ask their own scientific questions, discover value in failed experiments, and — most importantly — have a blast with science. The 100+ hands-on activities in t",Juvenile Nonfiction,224,,0,en,1943147035,9781943147038,http://books.google.com/books?id=t6aHCgAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
TzNKEAAAQBAJ,The Right To Science,,"Helle Porsdam, Sebastian Porsdam Mann",Cambridge University Press,2021-12-02,"The first serious, extended effort to use a human rights-based approach to address the scientific issues affecting society and the often-neglected human right to science.",Law,323,,0,en,1108478255,9781108478250,http://books.google.com/books?id=TzNKEAAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
W0GjvgEACAAJ,A New Kind Of Science,,Stephen Wolfram,Wolfram Media,2018-11-30,"NOW IN PAPERBACK""€""Starting from a collection of simple computer experiments""€""illustrated in the book by striking computer graphics""€""Stephen Wolfram shows how their unexpected results force a whole new way of looking at the operation of our universe.",,1193,,0,en,1579550258,9781579550257,http://books.google.com/books?id=W0GjvgEACAAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
ak7ZCgAAQBAJ,Women In Science,50 Fearless Pioneers Who Changed the World,Rachel Ignotofsky,Ten Speed Press,2016-07-26,"NEW YORK TIMES BESTSELLER • This “wittily illustrated [and] accessible volume” (The Wall Street Journal) highlights the contributions of fifty notable women to the fields of science, technology, engineering, and mathematics (STEM) from the ancient to the modern world. “The must-read, girl-power STEM book.”—InStyle It’s a scientific fact: Women rock! This fascinating, educational collection features 50 illustrated portraits of trailblazing women in STEM throughout history. Full of striking, singu",Young Adult Nonfiction,129,5,2,en,1607749777,9781607749776,https://play.google.com/store/books/details?id=ak7ZCgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=ak7ZCgAAQBAJ&rdid=book-ak7ZCgAAQBAJ&rdot=1&source=gbs_api,5.99,USD,,True,Science
cfWxDwAAQBAJ,Scientifica Historica,How the world's great science books chart the history of knowledge,Brian Clegg,Ivy Press,2019-10-01,"Scientifica Historica is an illustrated, essay-based review of those books that marked the development of science from ancient civilizations to the new millennium. The book is divided into five eras and explores the leading scientific pioneers, discoveries and books within them: Ancient World – looks at the beginnings of language, plus the first ever scientific documents produced and translated Renaissance in Print – explores the effects of the invention of the printing press and the exploration",Science,277,,0,en,1782408789,9781782408789,http://books.google.com/books?id=cfWxDwAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
xbvbDwAAQBAJ,Designing Science Presentations,"A Visual Guide to Figures, Papers, Slides, Posters, and More",Matt Carter,Academic Press,2020-11-28,"Designing Science Presentations: A Visual Guide to Figures, Papers, Slides, Posters, and More, Second Edition, guides scientists of any discipline in the design of compelling science communication. Most scientists never receive formal training in the design, delivery and evaluation of scientific communication, yet these skills are essential for publishing in high-quality journals, soliciting funding, attracting lab personnel, and advancing a career. This clear, readable volume fills that gap, pr",Social Science,370,,0,en,0128153784,9780128153789,https://play.google.com/store/books/details?id=xbvbDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=xbvbDwAAQBAJ&rdid=book-xbvbDwAAQBAJ&rdot=1&source=gbs_api,39.49,USD,,True,Science
0G1LEAAAQBAJ,Open Science: The Very Idea,,Frank Miedema,Springer Nature,2021-10-29,"This open access book provides a broad context for the understanding of current problems of science and of the different movements aiming to improve the societal impact of science and research. The author offers insights with regard to ideas, old and new, about science, and their historical origins in philosophy and sociology of science, which is of interest to a broad readership. The book shows that scientifically grounded knowledge is required and helpful in understanding intellectual and poli",Science,265,,0,en,9402421157,9789402421156,https://play.google.com/store/books/details?id=0G1LEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=0G1LEAAAQBAJ&rdid=book-0G1LEAAAQBAJ&rdot=1&source=gbs_api,0,USD,,True,Science
y6TBywEACAAJ,My First Science Book,,Matthew Oldham,,2020-04-02,"This engaging picture introduces little children to the wonders of science. Simple, friendly illustrations take you through a wide range of subjects - from astronauts living in space to simple experiments you can try at home. Discover how a seed grows, why things float, what makes materials change and much more. Full of fascinating facts and important concepts that grownups and children can share and talk about together. Includes internet links to websites with video clips, games and activities ",,30,,0,en,1474950833,9781474950831,http://books.google.com/books?id=y6TBywEACAAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
4eaEDwAAQBAJ,Thrifty Science,Making the Most of Materials in the History of Experiment,Simon Werrett,University of Chicago Press,2019-01-09,"If the twentieth century saw the rise of “Big Science,” then the seventeenth and eighteenth centuries were surely an age of thrift. As Simon Werrett’s new history shows, frugal early modern experimenters transformed their homes into laboratories as they recycled, repurposed, repaired, and reused their material possessions to learn about the natural world. Thrifty Science explores this distinctive culture of experiment and demonstrates how the values of the household helped to shape an array of e",Science,327,,0,en,022661025X,9780226610252,http://books.google.com/books?id=4eaEDwAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
QOs2q8n-fCQC,Science For All,The Popularization of Science in Early Twentieth-Century Britain,Peter J. Bowler,University of Chicago Press,2009-10-15,"Recent scholarship has revealed that pioneering Victorian scientists endeavored through voluminous writing to raise public interest in science and its implications. But it has generally been assumed that once science became a profession around the turn of the century, this new generation of scientists turned its collective back on public outreach. Science for All debunks this apocryphal notion. Peter J. Bowler surveys the books, serial works, magazines, and newspapers published between 1900 and ",Science,353,,0,en,0226068668,9780226068664,https://play.google.com/store/books/details?id=QOs2q8n-fCQC&source=gbs_api,https://play.google.com/store/books/details?id=QOs2q8n-fCQC&rdid=book-QOs2q8n-fCQC&rdot=1&source=gbs_api,61.99,USD,,True,Science
eUITAAAAQBAJ,Flavour Science,Proceedings from XIII Weurman Flavour Research Symposium,"Vicente Ferreira, Ricardo Lopez",Academic Press,2013-07-29,"Flavor science is continually evolving. Remaining current with the latest research and establishing a broad and sound understanding of the major developments and breakthroughs can be a challenge. The Weurman Flavour Research Symposium has long been regarded as the premier professional meeting focused on the science of flavor. Flavour Science, an extensive review of the most recent symposium, presents the latest in flavor research, enriching the chemistry-based vision of most flavorists and flavo",Technology & Engineering,742,,0,en,012401724X,9780124017245,https://play.google.com/store/books/details?id=eUITAAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=eUITAAAAQBAJ&rdid=book-eUITAAAAQBAJ&rdot=1&source=gbs_api,135.96,USD,,True,Science
sC4bk4DZXTQC,Science In Action,How to Follow Scientists and Engineers Through Society,Bruno Latour,Harvard University Press,1987,From weaker to stronger rhetoric : literature - Laboratories - From weak points to strongholds : machines - Insiders out - From short to longer networks : tribunals of reason - Centres of calculation.,History,292,4.5,2,en,0674792912,9780674792913,http://books.google.com/books?id=sC4bk4DZXTQC&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
HR3xhuCQ4YAC,The Science Of Science Policy,A Handbook,Kaye Fealing,Stanford University Press,2011-03-18,"This handbook provides an overview of the current theoretical and empirical basis for a science of science policy. It offers perspectives from the federal science and policy community, and look towards a research agenda for tomorrow.",Business & Economics,397,,0,en,0804770786,9780804770781,http://books.google.com/books?id=HR3xhuCQ4YAC&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
b2L5VShktGIC,A Framework For K-12 Science Education,"Practices, Crosscutting Concepts, and Core Ideas","National Research Council, Division Of Behavioral And Social Sciences And Education, Board On Science Education, Committee On A Conceptual Framework For New K-12 Science Education Standards",National Academies Press,2012-03-28,"Science, engineering, and technology permeate nearly every facet of modern life and hold the key to solving many of humanity's most pressing current and future challenges. The United States' position in the global economy is declining, in part because U.S. workers lack fundamental knowledge in these fields. To address the critical issues of U.S. competitiveness and to better prepare the workforce, A Framework for K-12 Science Education proposes a new approach to K-12 science education that will ",Education,400,,0,en,0309217423,9780309217422,http://books.google.com/books?id=b2L5VShktGIC&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
bDIyrXuS6ooC,Citizen Science,Public Participation in Environmental Research,"Janis L. Dickinson, Richard E. Bonney, Jr.",Cornell University Press,2012-04-07,"Citizen science enlists members of the public to make and record useful observations, such as counting birds in their backyards, watching for the first budding leaf in spring, or measuring local snowfall. The large numbers of volunteers who participate in projects such as Project FeederWatch or Project BudBurst collect valuable research data, which, when pooled together, create an enormous body of scientific data on a vast geographic scale. In return, such projects aim to increase participants' ",Science,299,,0,en,0801464420,9780801464423,https://play.google.com/store/books/details?id=bDIyrXuS6ooC&source=gbs_api,https://play.google.com/store/books/details?id=bDIyrXuS6ooC&rdid=book-bDIyrXuS6ooC&rdot=1&source=gbs_api,14.57,USD,,True,Science
0X42EQAAQBAJ,The Science Book,"From Darwin to Dark Energy, 250 Milestones in the History of Science",Clifford A. Pickover,Union Square & Company,2019-01-15,"From astronomy to psychology, this beautifully illustrated chronology presents the most important and groundbreaking milestones in science. Award-winning author Cliff Pickover (The Math Book, The Physics Book, and The Medical Book) gathers into one fully illustrated volume the most important thinkers and ideas in the history of science. This unique omnibus edition includes 250 thoughtfully selected entries from many of the science-based books in the Sterling Milestones series, including math, ph",Science,802,,0,en,1454933003,9781454933007,https://play.google.com/store/books/details?id=0X42EQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=0X42EQAAQBAJ&rdid=book-0X42EQAAQBAJ&rdot=1&source=gbs_api,14.99,USD,,True,Science
Df3RDwAAQBAJ,The Tragedy Of American Science,From Truman to Trump,Clifford D. Conner,Haymarket Books,2020-05-05,"A look at the destructive history of science-for-profit, including its toll on the US pandemic response, by the author of A People’s History of Science. Despite a facade of brilliant technological advances, American science has led humanity to the brink of interrelated disasters. In The Tragedy of American Science, historian of science Clifford D. Conner describes the dual processes by which this history has unfolded since the Second World War, addressing the corporatization and the militarizati",Science,283,,0,en,164259203X,9781642592030,https://play.google.com/store/books/details?id=Df3RDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=Df3RDwAAQBAJ&rdid=book-Df3RDwAAQBAJ&rdot=1&source=gbs_api,17.99,USD,,True,Science
KmPyzQEACAAJ,Dangerous Science,,Daniel J Rozell,,2020-10-09,"The public is generally enthusiastic about the latest science and technology, but sometimes research threatens the physical safety or ethical norms of society. When this happens, scientists and engineers can find themselves unprepared in the midst of an intense science policy debate. In the absence of convincing evidence, technological optimists and skeptics struggle to build consensus. In these situations, it is best to sidestep the instigating controversy by using a broad risk-benefit assessme",Technology & Engineering,164,,0,en,101329520X,9781013295201,http://books.google.com/books?id=KmPyzQEACAAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
plg5EAAAQBAJ,Fundamentals Of Ecosystem Science,,"Kathleen C. Weathers, David L. Strayer, Gene E. Likens",Elsevier,2021-07-26,"Fundamentals of Ecosystem Science, Second Edition provides a comprehensive introduction to modern ecosystem science covering land, freshwater and marine ecosystems. Featuring full color images to support learning and written by a group of experts, this updated edition covers major concepts of ecosystem science, biogeochemistry, and energetics. Case studies of important environmental problems offer personal insights into how adopting an ecosystem approach has helped solve important intellectual a",Science,358,,0,en,0128127627,9780128127629,http://books.google.com/books?id=plg5EAAAQBAJ&dq=science&hl=&as_pt=BOOKS&source=gbs_api,,,,,False,Science
